,ticker,year,Выручка,Операционная прибыль,EBITDA,Чистая прибыль,Опер.денежный поток,CAPEX,FCF,"Див доход, ао",Дивиденды/прибыль,Опер. расходы,Себестоимость,Амортизация,Расх на персонал,Процентные расходы,Активы,Чистые активы,Долг,Чистый долг,Цена акции ао,Число акций ао,Капитализация,EV,Баланс стоимость,EPS,FCF/акцию,BV/акцию,Рентаб EBITDA,Чистая рентаб,Доходность FCF,ROE,ROA,P/E,P/FCF,P/S,P/BV,EV/EBITDA,Долг/EBITDA,R&D/CAPEX,CAPEX/Выручка,total_price,total_price_target,revenue,total_price_momentum,momentum,lin_reg_pred,log_reg_pred,reports,llm_pred
287,MRKP,2023,132.0,21.1,34.8,14.0,35.5,27.1,8.68,12.5,31.0,112.5,,12.0,23.0,3.37,168.2,87.3,32.4,15.5,0.311,112698.0,35.0,50.6,85.6,0.12,0.08,0.76,26.4,10.6,24.8,16.1,8.3,2.5,4.04,0.27,0.41,1.45,0.45,0.0,20.0,0.349875,0.3961699999999999,0.1242674642283096,0.28024,0.2219295689463862,0.0120132572809716,0.5365393390219082,"['Прочие внеоборотные финансовые активы 18 22 479 19 152 \nАвансы выданные и прочие внеоборотные активы 21 43 30 \nИтого внеоборотные активы 130 518 989 120 942 908 \n \nОборотные активы \nЗапасы 20 2 909 815 3 121 729 \nПредоплата по текущему налогу на прибыль 76 709 235 627 \nОбеспечительный платеж по налогу на сверхприбыль 14 136 029 - \nТорговая и прочая дебиторская задолженность 21 17 692 056 17 121 737 \nДенежные средства и их эквиваленты 23 14 632 501 8 283 798 \nАвансы выданные и прочие оборотные активы 22 2 187 975 2 060 503 \nИтого оборотные активы 37 635 085 30 823 394 \nИтого активы 168 154 074 151 766 302 \n \nКапитал и обязательства \nКапитал ', 'Примечание 10. Прочие расходы 41 \nПримечание 11. Операционные расходы 41 \nПримечание 12. Расходы на вознаграждения работникам 42 \nПримечание 13. Финансовые доходы и расходы 42 \nПримечание 14. Налог на прибыль 42 \nПримечание 15. Основные средства 44 \nПримечание 16. Нематериальные активы 49 \nПримечание 17. Активы в форме права пользования 50 \nПримечание 18. Прочие финансовые активы 51 \nПримечание 19. Отложенные налоговые активы и обязательства 52 \nПримечание 20. Запасы 52 \nПримечание 21. Торговая и прочая дебиторская задолженность 54 \nПримечание 22. Авансы выданные и прочие активы 55 \nПримечание 23. Денежные средства и эквиваленты денежных средств 55 \nПримечание 24. Капитал 55 \nПримечание 25. Прибыль на акцию 56 ', 'Изменения в операционных активах и обязательствах: \nИзменение торговой и прочей дебиторской задолженности (994 169) (3 106 948) \nИзменение авансов выданных и прочих активов (127 472) (599 109) \nИзменение запасов 313 935 (325 733) \nИзменение торговой и прочей кредиторской задолженности 1 283 334 5 818 332 \nИзменение авансов полученных 1 233 318 660 724 \nИспользование оценочных обязательств (1 807 259) (1 056 309) \nДенежные потоки от операционной деятельности до уплаты \nналога на прибыль и процентов 43 478 416 35 015 034 \n \nНалог на прибыль уплаченный (4 452 381) (3 179 690) \nОбеспечительный платеж по налогу на сверхприбыль (136 029) - \nПроценты уплаченные по договорам аренды (447 052) (502 011) \nПроценты уплаченные (2 925 541) (2 439 860) \nЧистые денежные средства, полученные от операционной \nдеятельности 35 517 413 28 893 473 ', ' \n43 \nПримечание 14. Налог на прибыль (продолжение) \nВ 2023 Группа пересчитала налог на прибыль к начислению в сумме 262 922 тыс. руб. в основном в \nсвязи в связи с урегулированием разногласий по выручке по передаче электроэнергии и расходов по \nпокупной электроэнергии на компенсацию потерь , а также пересчетом налога на имущество (в 2022 \nгоду Группа пересчитала налог на прибыль к возмещению 86 967 тыс. руб. в связи с корректировкой \nвыручки по передаче электроэнергии и расходов по покупной электроэнергии на компенсацию потерь \nпо решениям суда). \nРасход по налогу на сверхприбыль \n4 августа 2023 г. Президентом Российской Федерации был подписан Федеральный закон №414-ФЗ «О \nналоге на сверхприбыль» (опубликован 4 августа2023г. далее – «Закон»). В соответствии с \nположениями Закона, Группа является плательщиком налога на сверхприбыль. Сумма обязательства \nи расхода по налогу на сверхприбыль, рассчитанные по ставке 5% составляет 136 029 тыс. руб. ', 'Долгосрочную торговую дебиторскую задолженность, относящейся к крупнейшему дебитору Группы, \nГруппа ожидает погашение в период до 2030 года, на основании собственных оценок и прогнозов, при \nпризнании применила ставку дисконтирования 9,22 - 18,43% годовых. \nНа 31 декабря 2023 года Группа признает в отчете о финансовом положении активы, находящиеся в \nфинансовой аренде, и представляет их в качестве дебиторской задолженности в сумме, равной чистой \nинвестиции в аренду в сумме 1 935 080 тыс. руб. (на 31 декабря 2022 года Группа признает в отчете о \nфинансовом положении активы, находящиеся в финансовой аренде, и представляет их в качестве \nдебиторской задолженности в сумме, равной чистой инвестиции в аренду в сумме 716 288 тыс. руб.). \nИнформация об остатках со связанными сторонами раскрыта в Примечании 36. Информация о \nподверженности Группы кредитному и валютному риску, а также об убытках от обесценения торговой \nи прочей дебиторской задолженности, раскрыта в Примечании 33. \nПАО «Россети Центр и Приволжье» и его дочерние общества \nПримечания к консолидированной финансовой отчетности \nза год, закончившийся 31 декабря 2023 года \n(в тысячах российских рублей, если не указано иное) ']",держать
288,MRKP,2024,143.6,21.7,42.3,16.4,34.4,25.5,11.3,14.5,34.0,122.5,,13.2,25.7,5.31,187.5,99.7,31.8,10.5,0.346,112699.0,38.9,49.4,97.9,0.15,0.1,0.87,29.4,11.4,28.9,16.5,8.8,2.37,3.46,0.27,0.4,1.17,0.25,0.0,18.0,0.3961699999999999,0.549,0.3262550294456036,0.349875,0.1242674642283096,0.0595432492090535,0.5532811634315933,"['Прочие внеоборотные финансовые активы 18 18 553 22 479 \nАвансы выданные и прочие внеоборотные активы 21 33 43 \nИтого внеоборотные активы 138 277 078 130 518 989 \n \nОборотные активы \nЗапасы 20 4 178 358 2 909 815 \nПредоплата по текущему налогу на прибыль 625 123 76 709 \nОбеспечительный платеж по налогу на сверхприбыль 14 - 136 029 \nТорговая и прочая дебиторская задолженность 21 19 353 888 17 692 056 \nДенежные средства и их эквиваленты 23 21 352 666 14 632 501 \nАвансы выданные и прочие оборотные активы 22 3 749 079 2 187 975 \nИтого оборотные активы 49 259 114 37 635 085 \nИтого активы 187 536 192 168 154 074 \n \nКапитал и обязательства \nКапитал ', 'Примечание 10. Прочие расходы 41 \nПримечание 11. Операционные расходы 41 \nПримечание 12. Расходы на вознаграждения работникам 42 \nПримечание 13. Финансовые доходы и расходы 42 \nПримечание 14. Налог на прибыль 43 \nПримечание 15. Основные средства 46 \nПримечание 16. Нематериальные активы 52 \nПримечание 17. Активы в форме права пользования 54 \nПримечание 18. Прочие финансовые активы 55 \nПримечание 19. Отложенные налоговые активы и обязательства 56 \nПримечание 20. Запасы 59 \nПримечание 21. Торговая и прочая дебиторская задолженность 59 \nПримечание 22. Авансы выданные и прочие активы 60 \nПримечание 23. Денежные средства и эквиваленты денежных средств 60 \nПримечание 24. Капитал 60 \nПримечание 25. Прибыль на акцию 61 ', ' \nИзменения в операционных активах и обязательствах: \nИзменение торговой и прочей дебиторской задолженности 351 579 (994 169) \nИзменение авансов выданных и прочих активов (1 556 207) (127 472) \nИзменение запасов (1 150 258) 313 935 \nИзменение торговой и прочей кредиторской задолженности 227 330 1 283 334 \nИзменение авансов полученных 4 899 833 1 233 318 \nИспользование оценочных обязательств (1 841 664) (1 807 259) \nДенежные потоки от операционной деятельности до уплаты \nналога на прибыль и процентов 45 277 196 43 478 416 \n \nНалог на прибыль уплаченный (5 008 449) (4 452 381) \nОбеспечительный платеж по налогу на сверхприбыль - (136 029) \nПроценты уплаченные по договорам аренды (438 913) (447 052) \nПроценты уплаченные (5 424 352) (2 925 541) \nЧистые денежные средства, полученные от операционной ', 'Расход по налогу на сверхприбыль 14 - 136 029 \nИтого влияние корректировок 25 565 857 25 291 315 \n \nИзменение активов, связанных с обязательствами по \nвознаграждениям работникам 14 250 9 672 \nИзменение обязательств по вознаграждениям работникам (70 266) (43 667) \nИзменение долгосрочной торговой и прочей дебиторской \nзадолженности 3 527 390 5 157 218 \nИзменение долгосрочных авансов выданных и прочих \nвнеоборотных активов 10 (13) \nИзменение долгосрочной торговой и прочей кредиторской \nзадолженности (2 063 305) (988 674) \nИзменение долгосрочных авансов полученных 939 490 128 259 \nДенежные потоки от операционной деятельности до \nизменений в оборотном капитале и оценочных \nобязательствах 44 346 583 43 576 729 ', ' \n56 \nПримечание 18. Прочие финансовые активы (продолжение) \nВ составе инвестиций в котируемые долевые инструменты отражены акции российских компаний со \nсправедливой стоимостью, рассчитанной на основе опубликованных рыночных котировок (исходные \nданные 1 уровня иерархии справедливой стоимости). \nПримечание 19. Отложенные налоговые активы и обязательства \n(i) Признанные отложенные налоговые активы и обязательства \nРазличия между МСФО и российским налоговым законодательством приводят к возникновению \nвременных разниц между учетной стоимостью определенных активов и обязательств для целей \nконсолидированной финансовой отчетности, с одной стороны, и для целей налогообложения по налогу \nна прибыль, с другой. \n \nПо состоянию на 31 декабря 2024 года, отложенные налоговые активы и обязательства , рассчитаны с \nучетом повышения ставки по налогу на прибыль с 20% до 25% с 1 января 2025 года (Примечание 14). \nОтложенные налоговые активы и обязательства относятся к следующим статьям: ']",покупать
289,MRKY,2022,44.1,3.03,6.08,0.34,6.48,5.27,1.28,0.0,0.0,41.7,,2.4,12.2,2.6,51.8,-0.48,23.3,21.7,0.033,151641.0,5.02,26.7,-0.68,0.0,0.01,0.0,13.8,0.8,25.5,-70.8,0.7,14.8,3.92,0.11,-7.38,4.39,3.56,0.0,12.0,0.033,0.066,0.6931471805599453,0.045,-0.3101549283038394,0.2196627807581865,0.4547755287155221,"['20. Торговая и прочая дебиторская задолженность \n 31 декабря 2022 года 31 декабря 2021 года \nТорговая и прочая дебиторская задолженность долгосрочная \nТорговая дебиторская задолженность 477 179 1 873 246 \nРезерв под обесценение торговой дебиторской задолженности (10 695) (20 261) \nПрочая дебиторская задолженность 1 095 245 784 920 \nИтого финансовые активы 1 561 729 2 637 905 \n \nТорговая и прочая дебиторская задолженность краткосрочная \nТорговая дебиторская задолженность 8 937 334 9 080 053 \nРезерв под обесценение торговой дебиторской задолженности (3 064 758) (3 763 437) \nПрочая дебиторская задолженность 13 427 324 1 385 924 \nРезерв под обесценение прочей дебиторской задолженности (604 227) (627 336) \nИтого финансовые активы 18 695 673 6 075 204 \nДолгосрочная торговая дебиторская задолженность на 31 декабря 2022 года включает в себя \nреструктуризированную дебиторскую задолженность ПАО «Волгоградэнергосбыт» за услуги по передаче ', 'электроэнергии в общей сумме 464 666 тыс. руб. Долгосрочная прочая дебиторская задолженность на 31 декабря \n2022 года включает в себя проценты по реструктуризированной торговой дебиторской задолженности \nПАО «Волгоградэнергосбыт» в общей сумме 627 097 тыс. руб. Условия соглашения предполагают погаш ение \nдебиторской задолженности в 2024 -2027 годах и применение процентной ставки равной кредитной ставке \n«MOSPRIME 3M», действующей на начало каждого расчетного периода (квартала), увеличенной на \n3,52 процентных пункта. Указанная ставка использована для расчета справедливой стоимости возмещения этой \nдебиторской задолженности на дату первоначального признания. \nДолгосрочная прочая дебиторская задолженность на 31 декабря 2022 года включает в себя \nреструктуризированную дебиторскую задолженность ПАО «Астраханская энергосбытовая компания» по \nпроцентам за пользование чужими денежными средствами в общей сумме 146 599 тыс. руб. Условия соглашения \nпредполагают погашение дебиторской задолженности в 2020‑2029 годах и применение процентной ставки \nравной кредитной ставке « MOSPRIME 3M», действующей на начало каждого расчетного периода (квартала), \nувеличенной на 3,52 процентных пункта. Указанная ставка использована для расчета справедливой стоимости \nвозмещения этой дебиторской задолженности на дату первоначального признания. \nСогласно определению Арбитражного суда от 20 января 2022 года ПАО «Волгоградэнергосбыт» обязан оплатить \nКомпании проценты и пени за пользование чужими денежными средствами в сумме 257 105 тыс. руб. с ', 'Текущий налог на прибыль \nНачисление текущего налога (79 861) (11 841) \nКорректировки в отношении предшествующих лет 90 058 107 279 \nИтого 10 197 95 438 \nОтложенный налог на прибыль (488 969) 714 869 \nИтого экономия/(расход) по налогу на прибыль (478 772) 810 307 \nСтавка налога на прибыль, установленная российским законодательством, составляет 20%. \nРасходы по налогу на прибыль отражены на основании наилучшей на отчетную дату оценки Группой ожидаемой \nналоговой ставки налога на прибыль за полный финансовый год. \nНалог на прибыль, признанный в составе прочего совокупного дохода: \n За год, закончившийся 31 декабря 2022 года \n До налогообложения Налог на прибыль За вычетом налога \nФинансовые активы, оцениваемые по \nсправедливой стоимости через прочий \nсовокупный доход 1 299 (260) 1 039 \nПереоценка обязательств пенсионных ', 'Убыток от выбытия основных средств 9 183 677 93 940 \nВыбытие дочернего общества 9 70 358 42 245 \nПрочие неденежные операции (42 272) 69 469 \nРасход по налогу на прибыль 13 478 772 (810 307) \nИтого влияние корректировок 5 786 783 5 927 033 \nИзменение обязательств по вознаграждениям работникам 2 354 (23 169) \nИзменение долгосрочной торговой и прочей дебиторской \nзадолженности 1 085 742 478 465 \nИзменение долгосрочных авансов выданных и прочих \nвнеоборотных активов (20 282) 777 \nИзменение долгосрочной торговой и прочей кредиторской \nзадолженности (1 893 318) (3 480 172) \nИзменение долгосрочных авансов полученных 143 924 (213 912) \nДенежные потоки от операционной деятельности до \nизменений в оборотном капитале и резервах 5 105 203 2 689 022 \nИзменения в оборотном капитале и резервах ', 'Предоплата по налогу на прибыль 230 846 181 030 \nТорговая и прочая дебиторская задолженность 20 18 695 673 6 075 204 \nДенежные средства и их эквиваленты 22 1 662 666 1 286 519 \nАвансы выданные и прочие оборотные активы 21 1 617 727 486 975 \nИтого оборотные активы 23 392 056 9 232 519 \nИтого активы 51 787 943 37 741 259 \nКАПИТАЛ И ОБЯЗАТЕЛЬСТВА \nКапитал \nУставный капитал 23 15 164 143 15 164 143 \nРезервы (285 259) (312 484) \nНакопленный убыток (15 359 103) (15 697 728) \nИтого капитал, причитающийся собственникам Компании (480 219) (846 069) \nДолгосрочные обязательства \nДолгосрочные заемные средства 25 16 057 825 15 368 791 \nДолгосрочная торговая и прочая кредиторская задолженность 28 389 876 2 283 194 \nОбязательства по вознаграждениям работникам 289 751 287 397 ']",держать
290,MRKY,2023,51.0,6.07,8.68,3.01,7.7,5.42,2.39,0.0,0.0,46.4,,2.5,13.5,2.44,49.8,2.59,23.5,19.5,0.066,151641.0,9.93,29.4,2.39,0.02,0.02,0.02,17.0,5.9,24.1,116.2,6.0,3.3,4.16,0.19,4.16,3.39,2.25,0.0,11.0,0.066,0.058,-0.1292117314800062,0.033,0.6931471805599453,-0.2572166787609976,0.4602423747555572,"['Текущий налог на прибыль \nНачисление текущего налога (424 728) (79 861) \nКорректировки в отношении предшествующих лет 26 287 90 058 \nИтого (398 441) 10 197 \nОтложенный налог на прибыль (606 096) (488 969) \nИтого расход по налогу на прибыль (1 004 537) (478 772) \nСтавка налога на прибыль, установленная российским законодательством, составляет 20%. \nРасходы по налогу на прибыль отражены на основании наилучшей на отчетную дату оценки менеджментом \nсредневзвешенной ожидаемой налоговой ставки налога на прибыль за полный финансовый год. \nВ составе корректировки в отношении предшествующих лет отражен пересчет налога на прибыль прошлых \nпериодов за счет подачи уточненных деклараций. Подача деклараций связана с досудебным урегулированием \nразногласий с контрагентами. \nРасход по налогу на сверхприбыль \n4 августа 2023 года Президентом Российской Федерации был подписан Федеральный закон № 414-ФЗ «О налоге \nна сверхприбыль» (опубликован 4 августа 2023 года, далее – «Закон»). \nВ соответствии с положениями Закона ПАО «Россети Юг» не является плательщиком налога на сверхприбыль. ', 'бы в залоге согласно кредитным или иным договорам. \nПо состоянию на 31 декабря 2023 года, отраслевой аварийный резерв составляет 314 923 тыс. руб. (по состоянию \nна 31 декабря 2022 года: 237 531 тыс. руб.). \nВ течение года, закончившегося 31 декабря 2023 года запасы, отраженные в составе операционных расходов по \nстатье «Прочие материальные расходы » составили 2 169 951 тыс. руб. (в течение года , закончившегося \n31 декабря 2022 года: 1 795 989 тыс. руб.). \n20. Торговая и прочая дебиторская задолженность \n 31 декабря 2023 года 31 декабря 2022 года \nТорговая и прочая дебиторская задолженность долгосрочная \nТорговая дебиторская задолженность 181 542 477 179 \nРезерв под обесценение торговой дебиторской задолженности (29 619) (10 695) \nПрочая дебиторская задолженность 1 148 501 1 095 245 \nРезерв под обесценение прочей дебиторской задолженности (2 358) − \nИтого финансовые активы 1 298 066 1 561 729 \n \nТорговая и прочая дебиторская задолженность краткосрочная ', 'Изменения в оборотном капитале \nИзменение торговой и прочей дебиторской задолженности 13 204 826 (12 107 974) \nИзменение авансов выданных и прочих активов (5 017 616) (1 130 752) \nИзменение запасов (1 968 328) 19 131 \nИзменение торговой и прочей кредиторской задолженности (10 820 666) 16 558 431 \nИспользование оценочных обязательств (175 240) (685 085) \nИзменение авансов полученных 7 397 476 1 326 338 \nДенежные потоки от операционной деятельности до \nуплаты налога на прибыль и процентов 10 739 982 9 085 292 \nНалог на прибыль уплаченный (611 439) (38 589) \nПроценты уплаченные по договорам аренды 26 (69 813) (55 822) \nПроценты уплаченные 26 (2 373 517) (2 505 991) \nЧистые денежные средства, полученные/ \n(использованные) от/(в) операционной деятельности 7 685 213 6 484 890 \n \nДвижение денежных средств от инвестиционной ', 'Предоплата по текущему налогу на прибыль 361 397 230 846 \nТорговая и прочая дебиторская задолженность 20 6 423 912 18 695 673 \nДенежные средства и их эквиваленты 22 4 029 964 1 662 666 \nАвансы выданные и прочие оборотные активы 21 6 635 343 1 617 727 \nИтого оборотные активы 20 597 886 23 392 056 \nИтого активы 49 766 393 51 787 943 \nКапитал и обязательства \nКапитал \nУставный капитал 23 15 164 143 15 164 143 \nРезервы (231 049) (285 259) \nНакопленный убыток (12 344 511) (15 359 103) \nИтого капитал, причитающийся \nсобственникам Компании 2 588 583 (480 219) \nДолгосрочные обязательства \nДолгосрочные заемные средства 25 15 506 210 16 057 825 \nДолгосрочная торговая и прочая кредиторская задолженность 28 167 799 389 876 ', ' \n48 \nКраткосрочная торговая дебиторская задолженность на 31 декабря 2023 года включает в себя \nреструктуризированную дебиторс кую задолженность ПАО «Волгоградэнергосбыт» за услуги по передаче \nэлектроэнергии в общей сумме 464 666 тыс. руб. До 30 июня 2023 года и в течении 2022 года в отношении \nсоглашений о реструктуризации применялась процентная ставка равная кредитной ставке «MOS PRIME 3M», \nдействующая на начало каждого расчетного периода (квартала), увеличенная на 3,52 процентных пункта. С \n1 июля 2023 года дебиторская задолженность в 2024 -2027 годах погашается с применением процентной ставки \nна уровне средневзвешенной ставки по до лговому портфелю Группы, действующей на начало расчетного \nпериода (квартала), по состоянию на дату, предшествующую дате начала расчетного периода. Данная ставка на \n31 декабря 2023 года составила 16%. Ставка использована для расчета справедливой стоимости возмещения этой \nдебиторской задолженности на дату первоначального признания. Ставка отражает справедливую стоимость \nвозмещения этой дебиторской задолженности на дату первоначального признания. \nТорговая дебиторская задолженность на 31 декабря 2023 года включ ает в себя реструктуризированную \nдебиторскую задолженность ГУП РО «Управление развития систем водоснабжения» за услуги по передаче \nэлектроэнергии в общей сумме 312 711 тыс. руб. Условия соглашения предполагают погашение дебиторской ']",держать
291,MRKY,2024,56.4,11.7,8.2,6.13,2.78,6.02,-3.03,0.0,0.0,52.0,,2.7,14.8,3.6,55.4,8.73,25.1,22.6,0.058,151641.0,8.86,31.4,8.53,0.04,-0.02,0.06,14.5,10.9,-34.2,70.2,11.1,1.45,-2.93,0.16,1.04,3.83,2.75,0.0,11.0,0.058,0.081,0.3340061441260194,0.066,-0.1292117314800062,0.0063255917432723,0.4792131082253997,,держать
292,RTKM,2022,627.1,96.2,248.0,31.0,141.0,116.9,22.9,9.7,61.0,530.8,,149.1,151.4,51.6,1125.0,200.0,449.0,396.7,56.0,3283.0,195.5,592.2,47.6,9.45,6.96,14.5,39.6,4.9,12.4,15.5,2.8,6.3,8.55,0.31,4.11,2.39,1.6,0.0,19.0,61.432,74.3787,0.1912387384993252,91.7344,-0.4009665732022097,0.1490262819656675,0.4819645413219414,,держать
293,RTKM,2023,707.8,119.3,283.2,34.4,171.4,147.2,20.8,8.9,62.0,588.5,,157.5,175.9,49.4,1244.0,222.0,487.9,443.3,68.3,3283.0,237.5,680.8,41.8,10.5,6.33,12.7,40.0,4.9,9.3,15.5,2.8,6.9,11.4,0.34,5.68,2.4,1.57,0.0,21.0,74.3787,68.4978,-0.0823679825634643,61.432,0.1912387384993252,-0.0752917847866133,0.46185341508266,"['Доля в убытках ассоциированных компаний и совместных предприятий 5 991 9 606 \nФинансовые доходы 37 (7 345) (3 935) \nФинансовые расходы (за исключением финансовых расходов по пенсионным и \nпрочим долгосрочным социальным обязательствам) 32 86 696 51 508 \nПрочие инвестиционные расходы, нетто 33 3 096 399 \n(Прибыль)/убыток от курсовых разниц, нетто 616 (297) \nРасходы, связанные с платежами, основанными на акциях 1 395 1 659 \nПрочие неденежные движения (1 654) – \nУвеличение дебиторской задолженности и активов по договору (6 195) (8 535) \nУвеличение обязательств по вознаграждениям работникам 662 3 630 \nУвеличение товарно-материальных запасов (7 192) (11 438) \nУвеличение кредиторской задолженности, резервов и начисленных расходов 8 960 18 490 \n(Увеличение)/уменьшение контрактных обязательств, авансов и прочих активов 3 276 (23 301) \nУвеличение/(уменьшение)прочих обязательств 4 133 (13 954) \nЧистые денежные средства, полученные от операционной деятельности, \nдо уплаты налога на прибыль и процентов уплаченных 294 405 238 338 ', 'амортизированной стоимости 14 (1 842) (3 480) \nПрочие операционные доходы 30 27 980 28 741 \nПрочие операционные расходы 31 (169 744) (151 100) \nИтого операционные расходы, нетто (655 565) (588 458) \nОперационная прибыль 124 380 119 343 \n \nДоля в убытках ассоциированных компаний и совместных \nпредприятий (5 991) (9 606) \nФинансовые доходы 7 345 3 935 \nФинансовые расходы 32 (86 759) (51 559) \nПрочие инвестиционные (расходы), нетто 33 (3 096) (399) \n(Убыток)/прибыль от курсовых разниц, нетто (616) 297 \nПрибыль до налогообложения 35 263 62 011 \nРасходы по налогу на прибыль 26 (11 203) (19 684) \nПрибыль за год 24 060 42 327 \nПрочий совокупный доход ', ' 2024 г. 2023 г. \nПрибыль до налогообложения 35 263 62 011 \nЗаконодательно установленная ставка налога (20%) 20% 20% \nРасходы по налогу на прибыль по законодательно \nустановленной ставке (7 053) (12 402) \nЭффект от изменения налоговой ставки с 1 января 2025 г. (11 896) – \nЭффект от применения налоговой ставки 25% до 31 декабря \n2024 г. 2 077 – \nНалог на сверхприбыль – (731) \nНевычитаемые расходы и необлагаемые доходы 546 (3 580) \nНалог на внутригрупповой дивидендный доход (89) (629) \nЭффект применения ставки налога на прибыль в виде \nдивидендов (13%) к нераспределенной прибыли \nассоциированных компаний и СП (419) (672) \nНалоговый эффект восстановления НРП Телеком-5 (25) 140 \nИзменение величины непризнанных отложенных налоговых ', ' \nПроценты уплаченные (84 247) (49 349) \nВозврат налога на прибыль – 157 \nНалог на прибыль уплаченный (10 647) (17 739) \nЧистые денежные средства, полученные от операционной деятельности 199 511 171 407 \nДенежные потоки от инвестиционной деятельности \nПриобретение основных средств и нематериальных активов (178 798) (147 195) \nПоступления от продажи основных средств, нематериальных активов и активов \nна продажу 9 870 10 005 \nПриобретение финансовых активов (27 970) (32 558) \nПоступления от продажи финансовых активов 12 859 14 196 \nПроценты полученные 3 230 3 052 \nПравительственная субсидия 24 6 502 19 507 \nДивиденды полученные 1 424 578 \nПриобретение дочерних компаний и бизнесов, за вычетом полученных \nденежных средств (39 712) (7 420) ', ' \n31 декабря \n2024 г. \n31 декабря \n2023 г. \nДолгосрочные финансовые активы \nФинансовые активы, учитываемые по справедливой стоимости \nчерез прибыль или убыток 1 780 3 506 \nЗаймы выданные и дебиторская задолженность 3 033 1 692 \nЗаймы выданные, учитываемые по справедливой стоимости \nчерез прибыли или убытки 12 926 7 930 \nИтого прочие долгосрочные финансовые активы 17 739 13 128 \nКраткосрочные финансовые активы \nФинансовые активы, учитываемые по справедливой стоимости \nчерез прибыль или убыток 13 984 14 001 \nЗаймы выданные и дебиторская задолженность 2 017 3 018 ']",держать
294,RTKM,2024,780.0,124.4,302.5,15.2,199.5,178.8,13.1,4.1,67.0,655.6,,172.3,198.7,84.3,1381.0,219.0,571.8,525.4,65.8,3283.0,227.7,753.1,3.9,4.64,3.99,1.19,38.8,2.0,6.1,7.0,1.1,15.0,17.4,0.29,58.4,2.49,1.74,0.0,23.0,68.4978,64.0,-0.0679185446044314,74.3787,-0.0823679825634643,0.0196372005566279,0.4345736715820603,,покупать
295,RAGR,2022,237.0,13.6,37.3,22.3,3.4,12.6,-7.1,0.0,0.0,24.9,189.9,14.2,19.6,7.87,420.8,111.1,233.8,212.9,661.0,136.7,90.3,303.2,107.5,163.2,-52.0,786.3,15.7,9.4,-7.9,20.1,5.3,4.05,-12.7,0.38,0.84,8.13,5.71,0.0,5.0,661.0,1350.0,0.7141060315807888,1302.092,-0.6779736409427646,0.1580892206838797,0.4386220207441626,,покупать
296,RAGR,2023,276.1,46.8,56.3,34.4,33.6,18.8,11.8,0.0,0.0,31.0,204.5,16.5,25.4,7.17,394.6,174.6,128.0,103.1,1350.0,136.7,184.4,287.5,163.0,251.7,86.3,1193.0,20.4,12.5,6.4,19.7,8.7,5.36,15.6,0.67,1.13,5.11,1.83,0.0,7.0,1350.0,154.5,-2.167665775094675,661.0,0.7141060315807888,-0.1791963831021254,0.4661038896879403,,продавать
